frame.number	frame.time_relative	bthci_acl.chandle	bthci_acl.src.bd_addr	bthci_acl.dst.bd_addr	btl2cap.cid	btatt.opcode	btatt.handle	btatt.starting_handle	btatt.ending_handle	btatt.group_end_handle	btatt.service_uuid16	btatt.service_uuid128	btatt.characteristic_properties	btatt.characteristic_uuid16	btatt.characteristic_uuid128	btatt.uuid16	btatt.uuid128	btatt.characteristic_configuration_client	btatt.value	_ws.col.info
3416	14134.449000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												000d000000010b00476f6f676c6520466f746f020000032f00436920736f6e6f20666f746f20636f6e64697669736520636865206e6f6e2068616920616e636f726120766973746f07080043616e63656c6c610402003437	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
3418	14134.629000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												01636f6d2e676f6f676c652e70686f746f730000	Rcvd Write Request, Handle: 0x001b (Unknown)
3419	14134.631000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
3420	14134.631000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												01636f6d2e676f6f676c652e70686f746f7300000b00476f6f676c6520466f746f	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
4058	14213.328000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												001000030e000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
4313	14213.827000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												000e0000000005012b00022b0003530004	Rcvd Write Request, Handle: 0x001b (Unknown)
4314	14213.828000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
4315	14213.828000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												000e000000001900636f6d2e6170706c652e41707053746f7265436f6e6e656374050f00323032363036313854313030353438011800515a202d2071646f6d796f732d7a776966742028694f53290200000338004ce28099656c61626f72617a696f6e652064656c6c612076657273696f6e6520322e32312028313431332920c3a820636f6e636c7573612e0402003536	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
4318	14214.008000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												000e00000001960002960003bc020704	Rcvd Write Request, Handle: 0x001b (Unknown)
4319	14214.009000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
4320	14214.009000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												000e000000011800515a202d2071646f6d796f732d7a776966742028694f53290200000338004ce28099656c61626f72617a696f6e652064656c6c612076657273696f6e6520322e32312028313431332920c3a820636f6e636c7573612e07080043616e63656c6c610402003536	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
4322	14214.276000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												01636f6d2e6170706c652e41707053746f7265436f6e6e6563740000	Rcvd Write Request, Handle: 0x001b (Unknown)
4323	14214.278000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
4324	14214.278000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												01636f6d2e6170706c652e41707053746f7265436f6e6e65637400000700436f6e6e656374	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
4768	14249.787000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												001000040f000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
4941	14250.189000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												000f0000000005012b00022b0003530004	Rcvd Write Request, Handle: 0x001b (Unknown)
4952	14250.196000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
4953	14250.196000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												000f000000001000636f6d2e676f6f676c652e476d61696c050f00323032363036313854313030363133010b0058636f646520436c6f7564022b0071646f6d796f737a77696674202d2d204275696c642031343133207375636365656465642028636ce280a603530058636f646520436c6f7564204c617465737420436f6d6d6974205570646174652079706f6f656c6c6970746963616c2e6370702042793a20526f626572746f2056696f6c61204272616e636820636c61e280a6040300313930	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5023	14250.369000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												000f00000001960002960003bc020704	Rcvd Write Request, Handle: 0x001b (Unknown)
5024	14250.369000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
5025	14250.369000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												000f000000010b0058636f646520436c6f7564024d0071646f6d796f737a77696674202d2d204275696c642031343133207375636365656465642028636c617564652f656c6c6970746963616c2d73746172742d636f6d6d616e642d7333656d35302903be0058636f646520436c6f7564204c617465737420436f6d6d6974205570646174652079706f6f656c6c6970746963616c2e6370702042793a20526f626572746f2056696f6c61204272616e636820636c617564652f656c6c6970746963616c2d73746172742d636f6d6d616e642d7333656d353020576f726b666c6f77204465	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5026	14250.370000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												6661756c7420526573756c74732041726368697665202d20694f532056696577204275696c64205265706f727420596f75207265636569766564207468697307080043616e63656c6c61040300313930	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5028	14250.546000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												01636f6d2e676f6f676c652e476d61696c0000	Rcvd Write Request, Handle: 0x001b (Unknown)
5029	14250.549000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
5030	14250.549000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												01636f6d2e676f6f676c652e476d61696c00000500476d61696c	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5507	14285.296000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												0010000510000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
5805	14285.825000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												00100000000005012b00022b0003530004	Rcvd Write Request, Handle: 0x001b (Unknown)
5806	14285.826000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
5807	14285.826000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												0010000000001000636f6d2e676f6f676c652e476d61696c050f003230323630363138543130303730300111004170702053746f726520436f6e6e656374022b004170702053746f726520436f6e6e6563743a2056657273696f6e20322e3231202831343133292066e280a60353004465617220526f626572746f2056696f6c612c2054686520666f6c6c6f77696e67206275696c642068617320636f6d706c657465642070726f63657373696e673a20506c6174666f726d3a20694f5320e280a6040300313939	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5810	14286.095000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												001000000001960002960003bc020704	Rcvd Write Request, Handle: 0x001b (Unknown)
5811	14286.096000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
5812	14286.096000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												00100000000111004170702053746f726520436f6e6e6563740257004170702053746f726520436f6e6e6563743a2056657273696f6e20322e32312028313431332920666f7220515a202d2071646f6d796f732d7a776966742068617320636f6d706c657465642070726f63657373696e672e03c7004465617220526f626572746f2056696f6c612c2054686520666f6c6c6f77696e67206275696c642068617320636f6d706c657465642070726f63657373696e673a20506c6174666f726d3a20694f5320417070204e616d653a20515a202d2071646f6d796f732d7a77696674204275	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5813	14286.097000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												696c64204e756d6265723a20313431332056657273696f6e204e756d6265723a20322e32312041707020534b553a2071646f6d796f737a7769667420417070204170706c652049443a203135343336383435333120596f7507080043616e63656c6c61040300313939	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
5816	14286.365000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												01636f6d2e676f6f676c652e476d61696c0000	Rcvd Write Request, Handle: 0x001b (Unknown)
5817	14286.367000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
5818	14286.368000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												01636f6d2e676f6f676c652e476d61696c00000500476d61696c	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
6327	14317.159000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												0210000410000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
6328	14317.161000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												021000030f000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
6519	14335.569000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												0010000411000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
6620	14335.865000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												00110000000005012b00022b0003530004	Rcvd Write Request, Handle: 0x001b (Unknown)
6621	14335.866000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
6622	14335.866000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												0011000000001000636f6d2e676f6f676c652e476d61696c050f003230323630363138543130303735310111004170702053746f726520436f6e6e656374022b00515a202d2071646f6d796f732d7a776966742028696f732920686173206265656e20617070726f76e280a603530048656c6c6f20526f626572746f2056696f6c612c204275696c6420322e323120283134313329206f6620796f75722061707020686173206265656e20617070726f76656420666f722054657374466c69e280a6040300313939	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
6784	14336.135000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												001100000001960002960003bc020704	Rcvd Write Request, Handle: 0x001b (Unknown)
6785	14336.135000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
6786	14336.135000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												00110000000111004170702053746f726520436f6e6e656374023c00515a202d2071646f6d796f732d7a776966742028696f732920686173206265656e20617070726f76656420666f7220626574612074657374696e672e03c70048656c6c6f20526f626572746f2056696f6c612c204275696c6420322e323120283134313329206f6620796f75722061707020686173206265656e20617070726f76656420666f722054657374466c6967687420626574612074657374696e672e20417070204e616d653a20515a202d2071646f6d796f732d7a7769667420417070204170706c652049	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
6787	14336.136000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												443a20313534333638343533312042756e646c652056657273696f6e2053686f727420537472696e673a20322e3231204275696c64204e756d6265723a07080043616e63656c6c61040300313939	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
6789	14336.317000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x12	0x001b												01636f6d2e676f6f676c652e476d61696c0000	Rcvd Write Request, Handle: 0x001b (Unknown)
6790	14336.319000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x13	0x001b													Sent Write Response, Handle: 0x001b (Unknown)
6791	14336.319000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0021												01636f6d2e676f6f676c652e476d61696c00000500476d61696c	Sent Handle Value Notification, Handle: 0x0021 (Unknown)
6937	14339.168000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x001e												0210000311000000	Sent Handle Value Notification, Handle: 0x001e (Unknown)
7345	14359.984000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ce8000738012b8980620101010324010103240101ff12a1022a9e020a5668747470733a2f2f63616368652e64636977782e636f6d2f776561746865722f706f696e7457696e64733f6c61743d34342e3530353631353537266c6f6e3d31302e383534333235303526727370466d743d6a736f6e18012a200a0c436f6e74656e742d5479706512106170706c69636174696f6e2f6a736f6e2a1a0a0641636365707412106170706c69636174696f6e2f6a736f6e2a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d50	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7346	14360.076000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ce96172742d4e756d626572120c3030362d42343533362d31302a220a19582d4761726d696e2d4669726d776172652d5629657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e641203425446d56500	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7347	14360.180000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9a40	Sent Write Command, Handle: 0x001b (Unknown)
7348	14360.180000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9ab3000211010489b3130380620101010101032cd400	Sent Write Command, Handle: 0x001b (Unknown)
7349	14360.614000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ce8000738012b8980620101010324010103240101ff12a1022a9e020a5668747470733a2f2f63616368652e64636977782e636f6d2f776561746865722f706f696e7457696e64733f6c61743d34342e3530353631353537266c6f6e3d31302e383534333235303526727370466d743d6a736f6e18012a200a0c436f6e74656e742d5479706512106170706c69636174696f6e2f6a736f6e2a1a0a0641636365707412106170706c69636174696f6e2f6a736f6e2a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d50	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7350	14360.615000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ce96172742d4e756d626572120c3030362d42343533362d31302a220a19582d4761726d696e2d4669726d776172652d5629657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e641203425446d56500	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7352	14360.653000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9a80	Sent Write Command, Handle: 0x001b (Unknown)
7353	14360.706000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9d00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7362	14366.926000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9ab400070e022c97806201010103fa010103fa0101ff12f70332f403086410c8011a81027b224363506f696e7457696e6473223a207b2269223a20313738313736393630302c226c6174223a2034342e3530353631352c226c6f6e223a2031302e3835343332352c2257223a205b7b2274223a20302c2273223a20322e3337352c2264223a2031312c2267223a20312e353439343536317d2c7b2274223a20333630302c2273223a20332e3337352c2264223a2032332c2267223a20312e343336383937337d2c7b2274223a20373230302c2273223a20332e3632352c2264223a2033332c	Sent Write Command, Handle: 0x001b (Unknown)
7363	14366.926000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9ab52267223a20312e393637393534367d2c7b2274223a2031303830302c2273223a20332e3837352c2264223a2034322cff2267223a20322e3439393031327d5d7d7d2a160a10436f6e74656e742d456e636f64696e67120262722a1e0a0663662d7261791214613064386365346236623864353233612d4d58502a250a0444617465121d5468752c203138204a756e20323032362030383a30383a323320474d542a1a0a0f63662d63616368652d737461747573120744594e414d49432a140a06536572766572120a636c6f7564666c6172652a200a0c436f6e74656e742d5479706512	Sent Write Command, Handle: 0x001b (Unknown)
7364	14366.926000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9ab6106170706c69636174696f6e2f6a736f6e2a190a0d43616368652d436f6e74726f6c12086e6f2d63616368652a1b0a035669611214312e3120686170726f78792d66726f6e74656e64722400	Sent Write Command, Handle: 0x001b (Unknown)
7367	14367.276000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9dea000211010497b4130380620101010101031e8800	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7368	14367.376000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9ac0	Sent Write Command, Handle: 0x001b (Unknown)
7457	14392.294000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9deb000707022b8a816201010103f3010103f30101ff12f0032aed030a7668747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f63757272656e743f6c61743d353331353338363833266c6f6e3d3132393039343830332674656d70556e69743d43454c53495553267370656564556e69743d4d45544552535f5045525f5345434f4e4418012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a6174696f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d716237367130	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7458	14392.384000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9dec6e39787563752a170a0f4163636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e74f865726e616c2d726571756573742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d696e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e756d626572120c3030362d423435	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7459	14392.408000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9b40	Sent Write Command, Handle: 0x001b (Unknown)
7460	14392.474000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ded33362d31302a220a19582d4761726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e6412034254465ee100	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7461	14392.474000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9dee00021a052b8b82620101010206010102060101066a041a020803504800	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7462	14392.475000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9bf700021101048ab313038162010101010103e91c00	Sent Write Command, Handle: 0x001b (Unknown)
7463	14392.564000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9def00075f022b8c8362010101034b0201034b0201ff12c8042ac5040acd0168747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f666f7265636173742f686f75723f6c61743d353331353338363833266c6f6e3d313239303934383033266475726174696f6e3d3134267370656564556e69743d4d45544552535f5045525f5345434f4e442674656d70556e69743d43454c53495553267072657373757265556e69743d494e434845535f4f465f4d455243555259267669736962696c697479556e69743d4d455445522674696d65734f66496e	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7464	14392.565000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9df07465726573743d18012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a617469ff6f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d7162373671306e39787563752a170a0f4163636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e7465726e616c2d726571756573742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d69	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7466	14392.566000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9df16e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e75526d626572120c3030362d42343533362d31302a220a19582d4761726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e6412034254460f2c00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7467	14392.568000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9df20007fb012b8d846201010103e7010103e70101ff12e4032ae1030a6a68747470733a2f2f6170692e6763732e6761726d696e2e636f6d2f776561746865722f76322f666f7265636173742f6461793f6c61743d353331353338363833266c6f6e3d313239303934383033266475726174696f6e3d352674656d70556e69743d43454c5349555318012a150a0f4163636570742d4c616e6775616765120269742a3c0a0d417574686f72697a6174696f6e122b4265617265722069666a71676a63682d7a37696f2d68626e612d676f6a622d7162373671306e39787563752a170a0f4163	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7468	14392.569000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9df3636570742d456e636f64696e671204677a69702a210a1c782d6761726d696e2d696e7465726e616c2d726571756573ec742d69641201352a3b0a13782d6761726d696e2d6369712d6170702d6964122432303639383665662d303332642d343633642d386230652d3566613638613263353732382a1d0a17582d4761726d696e2d557365722d496e6974696174656412023f302a1e0a10582d4761726d696e2d556e69742d4944120a333630303334383135382a270a17582d4761726d696e2d53572d506172742d4e756d626572120c3030362d42343533362d31302a220a19582d47	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7469	14392.569000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d00	Sent Write Command, Handle: 0x001b (Unknown)
7470	14392.570000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9df461726d696e2d4669726d776172652d56657273696f6e120532322e33352a170a10582d4761726d696e2d4261636b656e641203425446da9b00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7471	14392.589000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d40	Sent Write Command, Handle: 0x001b (Unknown)
7472	14392.746000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9e00	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7474	14392.747000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d7800021101048bb31303826201010101010354ca00	Sent Write Command, Handle: 0x001b (Unknown)
7476	14393.016000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9e40	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7477	14393.017000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d7900021101048cb31303836201010101010360cd00	Sent Write Command, Handle: 0x001b (Unknown)
7478	14393.194000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9e80	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7479	14393.194000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d7a00021101048db313038462010101010103dce800	Sent Write Command, Handle: 0x001b (Unknown)
7482	14393.646000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9ec0	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7483	14393.647000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9d7b00021a052c9882620101010206010102060101096a04220208058a6f00	Sent Write Command, Handle: 0x001b (Unknown)
7484	14393.826000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x1b	0x0018					7dfc70007d1c495186aa8d9728f8d66c							9f35000211010498b4130382620101010101038b4500	Rcvd Handle Value Notification, Handle: 0x0018 (Unknown: Unknown)
7485	14393.826000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9dbc00078a062c9981620101010376060103760601ff12f30c32f00c086410c8011afa057b2265706f63685365636f6e6473223a313738313736393630302c2274656d7065726174757265223a7b2276616c7565223a32372e37373737373737373737373737382c22756e697473223a2243454c53495553227d2c226465736372697074696f6e223a2250726576616c656e74656d656e7465206e75766f6c6f736f222c2269636f6e223a31332c226665656c734c696b6554656d7065726174757265223a7b2276616c7565223a32382e3333333333333333333333333333322c22756e69	Sent Write Command, Handle: 0x001b (Unknown)
7486	14393.827000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9dbd7473223a2243454c53495553227d2c22646577506f696e74223a7b2276616c7565223a31342e343434343434343434ff3434343434352c22756e697473223a2243454c53495553227d2c2272656c617469766548756d6964697479223a34302c2277696e64223a7b227370656564223a7b2276616c7565223a332e35373633322c22756e697473223a224d45544552535f5045525f5345434f4e44227d2c22646972656374696f6e537472696e67223a224e45222c22646972656374696f6e223a33342c22677573745370656564223a7b2276616c7565223a372e35393936382c2275	Sent Write Command, Handle: 0x001b (Unknown)
7487	14393.827000000	0x0401	00:00:00:00:00:00	00:00:00:00:00:00	0x0004	0x52	0x001b												9dbe6e697473223a224d45544552535f5045525f5345434f4e44227d7d2c226c6f636174696f6e4e616d65223a22415250454745222c227669736962696c697479223a7b2276616c7565223a31ff352e302c22756e697473223a224d494c45227d2c227072657373757265223a7b2276616c7565223a33302e3131323531382c22756e697473223a22494e434845535f4f465f4d455243555259227d2c2268656174496e646578223a7b2276616c7565223a32382e3333333333333333333333333333322c22756e697473223a2243454c53495553227d2c226365696c696e674865696768	Sent Write Command, Handle: 0x001b (Unknown)
