frame.number	frame.time_relative	bthci_evt.code	bthci_evt.le_meta_subevent	bthci_evt.connection_handle	bthci_evt.bd_addr	bthci_evt.status	_ws.col.info
71519	35529.122000000	0x3e	0x04	0x0403		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
71525	35529.148000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
71566	35529.450000000	0x3e	0x0a	0x0405	e7:3e:87:fc:7c:fe	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
71586	35529.511000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
71592	35529.567000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
71604	35529.659000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
71605	35529.660000000	0x05		0x0403		0x00	Rcvd Disconnect Complete
71632	35529.842000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
71640	35529.930000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
71653	35530.021000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
71682	35530.204000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
71724	35530.441000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
71826	35530.735000000	0x3e	0x03	0x0405		0x00	Rcvd LE Meta (LE Connection Update Complete)
71880	35531.400000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
71964	35595.311000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
72555	35602.550000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
72767	35679.977000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
73933	35693.132000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
74174	35752.929000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
74927	35758.942000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
75604	35865.124000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
76228	35870.435000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
76481	36020.031000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
77094	36025.321000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
77604	36044.564000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
78262	36049.878000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
78740	36094.474000000	0x3e	0x0a	0x0402	70:de:f9:d6:ab:5f	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
80466	36364.531000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
80489	36364.867000000	0x3e	0x0a	0x0404	c7:d1:6f:68:77:c7	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
80503	36364.931000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
80522	36365.199000000	0x3e	0x0a	0x0405	ef:a3:2c:d1:ab:f6	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
80538	36365.260000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
80543	36365.346000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
80550	36365.438000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
80564	36365.621000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
80571	36365.679000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
80586	36365.770000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
80616	36365.953000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
80724	36366.161000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
80756	36366.426000000	0x3e	0x03	0x0405		0x00	Rcvd LE Meta (LE Connection Update Complete)
80794	36366.882000000	0x3e	0x0a	0x0406	c5:35:6d:1b:b5:f1	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
80813	36366.942000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
80831	36367.091000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
80852	36367.361000000	0x3e	0x0c	0x0406		0x00	Rcvd LE Meta (LE PHY Update Complete)
80857	36367.453000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
80870	36367.637000000	0x3e	0x04	0x0406		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
80917	36368.145000000	0x05		0x0406		0x00	Rcvd Disconnect Complete
81342	36566.430000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
82104	36923.800000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
82904	37210.078000000	0x3e	0x0a	0x0402	70:de:f9:d6:ab:5f	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83218	37219.275000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83228	37219.289000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83235	37220.798000000	0x3e	0x0a	0x0404	dd:84:6c:f0:64:90	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83248	37220.859000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
83255	37221.010000000	0x3e	0x0a	0x0405	f2:8a:96:ca:05:1a	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83272	37221.071000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
83282	37221.278000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
83287	37221.370000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
83292	37221.490000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
83302	37221.553000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
83306	37221.582000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
83342	37221.765000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
83469	37222.062000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
83485	37222.210000000	0x3e	0x03	0x0405		0x00	Rcvd LE Meta (LE Connection Update Complete)
83533	37222.753000000	0x3e	0x0a	0x0406	de:1e:b7:cd:95:5c	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
83551	37222.814000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
83561	37222.874000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
83585	37223.232000000	0x3e	0x0c	0x0406		0x00	Rcvd LE Meta (LE PHY Update Complete)
83589	37223.324000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
83603	37223.508000000	0x3e	0x04	0x0406		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
83655	37224.016000000	0x05		0x0406		0x00	Rcvd Disconnect Complete
83994	37312.867000000	0x05		0x0401		0x00	Rcvd Disconnect Complete
84013	37312.881000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
84019	37313.076000000	0x3e	0x0a	0x0401	0c:7e:24:31:3a:f6	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
84021	37313.080000000	0x05		0x0401		0x00	Rcvd Disconnect Complete
84043	37313.105000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
84049	37313.194000000	0x3e	0x0a	0x0401	0c:7e:24:31:3a:f6	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
84071	37314.184000000	0x3e	0x0c	0x0401		0x00	Rcvd LE Meta (LE PHY Update Complete)
84074	37314.246000000	0x3e	0x07	0x0401			Rcvd LE Meta (LE Data Length Change)
84086	37314.492000000	0x3e	0x04	0x0401		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
84741	37324.654000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
85129	37338.334000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
86576	37918.449000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
86950	38077.589000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
86967	38078.710000000	0x3e	0x0a	0x0403	cd:0d:56:e3:75:b8	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
86980	38078.771000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
86989	38078.952000000	0x3e	0x0a	0x0405	f0:08:bf:74:8f:b9	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
87005	38079.013000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
87012	38079.190000000	0x3e	0x0c	0x0403		0x00	Rcvd LE Meta (LE PHY Update Complete)
87018	38079.282000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
87028	38079.432000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
87038	38079.466000000	0x3e	0x04	0x0403		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
87043	38079.524000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
87077	38079.707000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
87203	38080.034000000	0x05		0x0403		0x00	Rcvd Disconnect Complete
87221	38080.183000000	0x3e	0x03	0x0405		0x00	Rcvd LE Meta (LE Connection Update Complete)
87264	38080.696000000	0x3e	0x0a	0x0406	ee:9b:e9:9f:64:b2	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
87283	38080.756000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
87297	38080.847000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
87320	38081.174000000	0x3e	0x0c	0x0406		0x00	Rcvd LE Meta (LE PHY Update Complete)
87324	38081.266000000	0x3e	0x07	0x0406			Rcvd LE Meta (LE Data Length Change)
87339	38081.451000000	0x3e	0x04	0x0406		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
87385	38081.991000000	0x05		0x0406		0x00	Rcvd Disconnect Complete
88010	38294.915000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
88712	38362.476000000	0x3e	0x0a	0xffff	70:de:f9:d6:ab:5f	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
88883	38362.761000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
90360	38382.972000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
90584	38477.991000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
91276	38485.994000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
91908	38955.714000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
91918	38956.688000000	0x3e	0x0a	0x0402	e5:74:cf:a7:d4:a3	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
91931	38956.750000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
91938	38956.870000000	0x3e	0x0a	0x0404	e6:e4:af:cf:cf:67	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
91955	38956.931000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
91966	38957.168000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
91970	38957.260000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
91974	38957.350000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
91986	38957.443000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
91988	38957.444000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
92022	38957.624000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
92154	38957.984000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
92172	38958.100000000	0x3e	0x03	0x0404		0x00	Rcvd LE Meta (LE Connection Update Complete)
92226	38958.764000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
92319	39143.344000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
92709	39164.434000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
92813	39165.491000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93306	39490.394000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93324	39493.119000000	0x3e	0x0a	0x0402	ee:9b:e9:9f:64:b2	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93337	39493.181000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
93347	39493.598000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
93350	39493.690000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
93362	39493.877000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
93416	39494.412000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
93696	39792.458000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93707	39792.482000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93760	39792.790000000	0x3e	0x0a	0x0403	d3:24:20:a9:44:f9	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93775	39792.851000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
93784	39793.269000000	0x3e	0x0c	0x0403		0x00	Rcvd LE Meta (LE PHY Update Complete)
93788	39793.361000000	0x3e	0x07	0x0403			Rcvd LE Meta (LE Data Length Change)
93801	39793.544000000	0x3e	0x04	0x0403		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
93914	39794.019000000	0x3e	0x03	0x0403		0x00	Rcvd LE Meta (LE Connection Update Complete)
93950	39794.473000000	0x3e	0x0a	0x0404	f1:26:ce:35:cd:bc	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
93970	39794.563000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
93988	39794.683000000	0x05		0x0403		0x00	Rcvd Disconnect Complete
94010	39794.952000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
94013	39795.074000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
94025	39795.260000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
94072	39795.765000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
94088	39796.485000000	0x3e	0x0a	0x0405	fb:41:72:29:75:1c	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
94101	39796.548000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
94111	39796.964000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
94114	39797.056000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
94126	39797.242000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
94173	39797.750000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
94715	40345.109000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
94851	40430.786000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95419	40438.056000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95762	40703.079000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95773	40703.110000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95779	40704.461000000	0x3e	0x0a	0x0402	cd:51:ac:ce:f9:6d	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95792	40704.521000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
95801	40704.733000000	0x3e	0x0a	0x0404	f9:e6:1f:44:cd:c8	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
95816	40704.794000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
95822	40704.940000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
95827	40705.032000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
95835	40705.214000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
95840	40705.217000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
95850	40705.304000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
95884	40705.488000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
96005	40705.754000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
96025	40705.963000000	0x3e	0x03	0x0404		0x00	Rcvd LE Meta (LE Connection Update Complete)
96082	40706.686000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
96113	40708.455000000	0x3e	0x0a	0x0405	d0:8e:fc:b9:8f:d1	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
96127	40708.516000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
96136	40708.935000000	0x3e	0x0c	0x0405		0x00	Rcvd LE Meta (LE PHY Update Complete)
96139	40709.029000000	0x3e	0x07	0x0405			Rcvd LE Meta (LE Data Length Change)
96152	40709.243000000	0x3e	0x04	0x0405		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
96199	40709.842000000	0x05		0x0405		0x00	Rcvd Disconnect Complete
96672	41211.962000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
97246	41219.243000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
97475	41398.927000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
97838	41400.944000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
98226	41406.234000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
98311	41412.729000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
98446	41440.711000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
99111	41448.035000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
99590	41491.197000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100160	41498.248000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100400	41551.094000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100431	41551.140000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100456	41552.506000000	0x3e	0x0a	0x0402	c6:a1:07:df:11:3a	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100458	41552.510000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
100464	41552.532000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100472	41554.486000000	0x3e	0x0a	0x0402	df:53:be:0c:32:27	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100474	41554.490000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
100480	41554.512000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100486	41554.692000000	0x3e	0x0a	0x0402	dd:e9:ed:bc:e5:a8	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100502	41554.753000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
100513	41555.172000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
100516	41555.264000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
100528	41555.447000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
100654	41555.892000000	0x3e	0x03	0x0402		0x00	Rcvd LE Meta (LE Connection Update Complete)
100704	41556.556000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
100734	41558.355000000	0x3e	0x0a	0x0404	df:53:be:0c:32:27	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100747	41558.416000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
100757	41558.834000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
100760	41558.956000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
100772	41559.142000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
100819	41559.648000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
100835	41560.362000000	0x3e	0x0a	0x0402	c6:a1:07:df:11:3a	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
100848	41560.425000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
100858	41560.842000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
100861	41560.936000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
100873	41561.120000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
100920	41561.656000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
101101	41876.488000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
101698	42093.393000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102060	42095.203000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
102398	42100.709000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102483	42106.724000000	0x3e	0x03	0x0401		0x00	Rcvd LE Meta (LE Connection Update Complete)
102868	42434.987000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102878	42436.757000000	0x3e	0x0a	0x0402	e7:08:0a:4c:ec:ef	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102880	42436.760000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
102904	42436.787000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102914	42438.467000000	0x3e	0x0a	0x0402	c3:4d:45:92:1e:06	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102916	42438.470000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
102922	42438.490000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102930	42440.625000000	0x3e	0x0a	0x0402	e7:08:0a:4c:ec:ef	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
102945	42440.686000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
102955	42441.104000000	0x3e	0x0c	0x0402		0x00	Rcvd LE Meta (LE PHY Update Complete)
102958	42441.196000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
102970	42441.379000000	0x3e	0x04	0x0402		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
103084	42441.825000000	0x3e	0x03	0x0402		0x00	Rcvd LE Meta (LE Connection Update Complete)
103124	42442.308000000	0x3e	0x0a	0x0404	c3:4d:45:92:1e:06	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
103143	42442.368000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
103155	42442.459000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
103178	42442.787000000	0x3e	0x0c	0x0404		0x00	Rcvd LE Meta (LE PHY Update Complete)
103182	42442.879000000	0x3e	0x07	0x0404			Rcvd LE Meta (LE Data Length Change)
103196	42443.063000000	0x3e	0x04	0x0404		0x00	Rcvd LE Meta (LE Read Remote Features Complete)
103241	42443.570000000	0x05		0x0404		0x00	Rcvd Disconnect Complete
103378	42497.578000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
104540	42510.122000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105051	42685.725000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105314	42689.078000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105322	42690.197000000	0x3e	0x0a	0x0402	c6:a1:07:df:11:3a	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105324	42690.200000000	0x05		0x0402		0x00	Rcvd Disconnect Complete
105342	42690.223000000	0x3e	0x0a	0xffff	00:00:00:00:00:00	0x02	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105692	42698.055000000	0x3e	0x0a	0x0402	c6:a1:07:df:11:3a	0x00	Rcvd LE Meta (LE Enhanced Connection Complete [v1])
105705	42698.118000000	0x3e	0x07	0x0402			Rcvd LE Meta (LE Data Length Change)
